SGID	FeatureType	FeatureQualifier	FeatureName	common_name	parent_name	SGID2	chr	start	end
S000033625	CDS				YOR215C		15	747282	746725
S000005742	ORF	Verified	YOR216C	RUD3	chromosome 15	L000004185	15	748979	747525
S000033741	CDS				YOR216C		15	748979	747525
S000005743	ORF	Verified	YOR217W	RFC1	chromosome 15	L000000278	15	749301	751886
S000033941	CDS				YOR217W		15	749301	751886
S000005744	ORF	Dubious	YOR218C		chromosome 15		15	751895	751476
S000033989	CDS				YOR218C		15	751895	751476
S000005745	ORF	Verified	YOR219C	STE13	chromosome 15	L000002120	15	755009	752214
S000034857	CDS				YOR219C		15	755009	752214
S000005746	ORF	Verified	YOR220W	RCN2	chromosome 15		15	755328	756125
S000033604	CDS				YOR220W		15	755328	756125
S000005747	ORF	Verified	YOR221C	MCT1	chromosome 15		15	757558	756476
S000034462	CDS				YOR221C		15	757558	756476
S000005748	ORF	Verified	YOR222W	ODC2	chromosome 15		15	758330	759253
S000034614	CDS				YOR222W		15	758330	759253
S000007299	snoRNA_gene		snR35	SNR35	chromosome 15	L000001973	15	759529	759326
S000036764	noncoding_exon				snR35		15	759529	759326
S000005749	ORF	Verified	YOR223W	DSC3	chromosome 15		15	759782	760660
S000034765	CDS				YOR223W		15	759782	760660
S000005750	ORF	Verified	YOR224C	RPB8	chromosome 15	L000001682	15	761265	760825
S000035658	CDS				YOR224C		15	761265	760825
S000005751	ORF	Dubious	YOR225W		chromosome 15		15	761392	761721
S000035836	CDS				YOR225W		15	761392	761721
S000005752	ORF	Verified	YOR226C	ISU2	chromosome 15	L000004770	15	762084	761614
S000035907	CDS				YOR226C		15	762084	761614
S000005753	ORF	Verified	YOR227W	HER1	chromosome 15	S000124018	15	762825	766565
S000037838	CDS				YOR227W		15	762825	766565
S000118492	ARS		ARS1523		chromosome 15		15	766605	766788
S000005754	ORF	Verified	YOR228C	MCP1	chromosome 15		15	767777	766869
S000037878	CDS				YOR228C		15	767777	766869
S000077078	matrix_attachment_site		ETC7	ETC7	chromosome 15		15	768106	768128
S000005755	ORF	Verified	YOR229W	WTM2	chromosome 15	L000003516	15	768409	769812
S000029954	CDS				YOR229W		15	768409	769812
S000005756	ORF	Verified	YOR230W	WTM1	chromosome 15	L000003515	15	770800	772113
S000037695	CDS				YOR230W		15	770800	772113
S000005757	ORF	Verified	YOR231W	MKK1	chromosome 15	L000001117	15	772601	774127
S000037755	CDS				YOR231W		15	772601	774127
S000028716	ORF	Dubious	YOR231C-A		chromosome 15		15	773363	773163
S000032687	CDS				YOR231C-A		15	773363	773163
S000005758	ORF	Verified	YOR232W	MGE1	chromosome 15	L000000729|L000002638|L000001101	15	774573	775259
S000030589	CDS				YOR232W		15	774573	775259
S000005759	ORF	Verified	YOR233W	KIN4	chromosome 15	L000000904	15	775846	778248
S000030703	CDS				YOR233W		15	775846	778248
S000005760	ORF	Verified	YOR234C	RPL33B	chromosome 15	L000001729	15	779405	778555
S000030771	CDS				YOR234C		15	778859	778555
S000030770	CDS				YOR234C		15	779405	779387
S000030772	intron				YOR234C		15	779386	778860
S000005761	ORF	Dubious	YOR235W	IRC13	chromosome 15		15	779870	780184
S000031752	CDS				YOR235W		15	779870	780184
S000007294	snoRNA_gene		snR17a	SNR17A	chromosome 15	L000001966	15	780107	780596
S000030175	intron				snR17a		15	780121	780277
S000030173	noncoding_exon				snR17a		15	780107	780120
S000030174	noncoding_exon				snR17a		15	780278	780596
S000005762	ORF	Verified	YOR236W	DFR1	chromosome 15	L000000503	15	780906	781541
S000031908	CDS				YOR236W		15	780906	781541
S000005763	ORF	Verified	YOR237W	HES1	chromosome 15	L000000767	15	781994	783298
S000032069	CDS				YOR237W		15	781994	783298
S000118493	ARS		ARS1524		chromosome 15		15	783345	783563
S000178186	ARS_consensus_sequence				ARS1524		15	783386	783402
S000005764	ORF	Uncharacterized	YOR238W		chromosome 15		15	783677	784588
S000034067	CDS				YOR238W		15	783677	784588
S000005765	ORF	Verified	YOR239W	ABP140	chromosome 15		15	784857	786744
S000034147	CDS				YOR239W		15	784857	785687
S000034148	CDS				YOR239W		15	785689	786744
S000034149	plus_1_translational_frameshift				YOR239W		15	785688	785688
S000005767	ORF	Verified	YOR241W	MET7	chromosome 15	L000001082	15	786995	788641
S000033075	CDS				YOR241W		15	786995	788641
S000005768	ORF	Verified	YOR242C	SSP2	chromosome 15	L000004585	15	789857	788742
S000033690	CDS				YOR242C		15	789857	788742
S000005769	ORF	Verified	YOR243C	PUS7	chromosome 15		15	792241	790211
S000033806	CDS				YOR243C		15	792241	790211
S000005770	ORF	Verified	YOR244W	ESA1	chromosome 15	L000003952	15	792531	793868
S000033978	CDS				YOR244W		15	792531	793868
S000005771	ORF	Verified	YOR245C	DGA1	chromosome 15		15	795332	794076
S000034041	CDS				YOR245C		15	795332	794076
S000005772	ORF	Verified	YOR246C	ENV9	chromosome 15		15	796793	795801
S000034930	CDS				YOR246C		15	796793	795801
S000005773	ORF	Verified	YOR247W	SRL1	chromosome 15	L000004669	15	797676	798308
S000035223	CDS				YOR247W		15	797676	798308
S000005774	ORF	Dubious	YOR248W		chromosome 15		15	798013	798315
S000036109	CDS				YOR248W		15	798013	798315
S000005775	ORF	Verified	YOR249C	APC5	chromosome 15	L000004320	15	800731	798674
S000036169	CDS				YOR249C		15	800731	798674
S000005776	ORF	Verified	YOR250C	CLP1	chromosome 15	L000004201	15	802307	800970
S000036960	CDS				YOR250C		15	802307	800970
S000005777	ORF	Verified	YOR251C	TUM1	chromosome 15		15	803464	802550
S000037035	CDS				YOR251C		15	803464	802550
S000005778	ORF	Verified	YOR252W	TMA16	chromosome 15		15	803667	804203
S000037174	CDS				YOR252W		15	803667	804203
S000005779	ORF	Verified	YOR253W	NAT5	chromosome 15		15	804377	804907
S000029833	CDS				YOR253W		15	804377	804907
S000005780	ORF	Verified	YOR254C	SEC63	chromosome 15	L000001854|L000001269	15	807023	805032
S000029878	CDS				YOR254C		15	807023	805032
S000005781	ORF	Verified	YOR255W	OSW1	chromosome 15		15	807271	808107
S000030954	CDS				YOR255W		15	807271	808107
S000005782	ORF	Verified	YOR256C	TRE2	chromosome 15		15	810683	808254
S000030990	CDS				YOR256C		15	810683	808254
S000005783	ORF	Verified	YOR257W	CDC31	chromosome 15	L000000269	15	811008	811493
S000031201	CDS				YOR257W		15	811008	811493
S000005784	ORF	Verified	YOR258W	HNT3	chromosome 15		15	811671	812324
S000032199	CDS				YOR258W		15	811671	812324
S000005785	ORF	Verified	YOR259C	RPT4	chromosome 15	L000003423|L000003107|L000000413	15	813708	812395
S000032229	CDS				YOR259C		15	813708	812395
S000005786	ORF	Verified	YOR260W	GCD1	chromosome 15	L000000670	15	813984	815720
S000032270	CDS				YOR260W		15	813984	815720
S000005787	ORF	Verified	YOR261C	RPN8	chromosome 15	L000004308	15	816931	815915
S000032281	CDS				YOR261C		15	816931	815915
S000005788	ORF	Verified	YOR262W	GPN2	chromosome 15		15	817292	818335
S000033195	CDS				YOR262W		15	817292	818335
S000005790	ORF	Verified	YOR264W	DSE3	chromosome 15		15	818866	820158
S000033310	CDS				YOR264W		15	818866	820158
S000005789	ORF	Dubious	YOR263C		chromosome 15		15	819164	818757
S000033220	CDS				YOR263C		15	819164	818757
S000005791	ORF	Verified	YOR265W	RBL2	chromosome 15	L000002910	15	820454	820774
S000034224	CDS				YOR265W		15	820454	820774
S000005792	ORF	Verified	YOR266W	PNT1	chromosome 15	L000001460	15	821023	822294
S000034354	CDS				YOR266W		15	821023	822294
S000005793	ORF	Verified	YOR267C	HRK1	chromosome 15		15	824867	822588
S000034383	CDS				YOR267C		15	824867	822588
S000005794	ORF	Uncharacterized	YOR268C		chromosome 15		15	825932	825534
S000035396	CDS				YOR268C		15	825932	825534
S000005795	ORF	Verified	YOR269W	PAC1	chromosome 15	L000001328	15	826385	827869
S000035573	CDS				YOR269W		15	826385	827869
S000005796	ORF	Verified	YOR270C	VPH1	chromosome 15	L000002467	15	830574	828052
S000036537	CDS				YOR270C		15	830574	828052
S000005797	ORF	Uncharacterized	YOR271C	FSF1	chromosome 15		15	832042	831059
S000036610	CDS				YOR271C		15	832042	831059
S000006497	snoRNA_gene		snR8	SNR8	chromosome 15	L000001963	15	832332	832521
S000034324	noncoding_exon				snR8		15	832332	832521
S000005798	ORF	Verified	YOR272W	YTM1	chromosome 15	L000003547|L000002998|S000029121	15	832813	834195
S000037380	CDS				YOR272W		15	832813	834195
S000005799	ORF	Verified	YOR273C	TPO4	chromosome 15		15	836431	834452
S000037433	CDS				YOR273C		15	836431	834452
S000005800	ORF	Verified	YOR274W	MOD5	chromosome 15	L000001131	15	837674	838960
S000030255	CDS				YOR274W		15	837674	838960
S000005801	ORF	Verified	YOR275C	RIM20	chromosome 15		15	841069	839084
S000030312	CDS				YOR275C		15	841069	839084
S000005802	ORF	Verified	YOR276W	CAF20	chromosome 15	L000000208|L000003291	15	841333	841818
S000030543	CDS				YOR276W		15	841333	841818
S000005803	ORF	Dubious	YOR277C		chromosome 15		15	841823	841515
S000031370	CDS				YOR277C		15	841823	841515
S000007296	snoRNA_gene		snR31	SNR31	chromosome 15	L000001969	15	842182	841958
S000036752	noncoding_exon				snR31		15	842182	841958
S000007291	snoRNA_gene		snR5	SNR5	chromosome 15	L000001960	15	842403	842606
S000034319	noncoding_exon				snR5		15	842403	842606
S000005804	ORF	Verified	YOR278W	HEM4	chromosome 15	L000002903	15	842817	843644
S000031577	CDS				YOR278W		15	842817	843644
S000005805	ORF	Verified	YOR279C	RFM1	chromosome 15		15	844630	843698
S000031617	CDS				YOR279C		15	844630	843698
S000005806	ORF	Verified	YOR280C	FSH3	chromosome 15		15	845792	844992
S000031815	CDS				YOR280C		15	845792	844992
S000005808	ORF	Dubious	YOR282W		chromosome 15		15	847000	847320
S000032900	CDS				YOR282W		15	847000	847320
S000005807	ORF	Verified	YOR281C	PLP2	chromosome 15		15	847129	846269
S000031925	CDS				YOR281C		15	847129	846269
S000005809	ORF	Verified	YOR283W		chromosome 15		15	847453	848145
S000032989	CDS				YOR283W		15	847453	848145
S000005810	ORF	Verified	YOR284W	HUA2	chromosome 15		15	848478	849209
S000033085	CDS				YOR284W		15	848478	849209
S000005811	ORF	Verified	YOR285W	RDL1	chromosome 15		15	849635	850054
S000033844	CDS				YOR285W		15	849635	850054
S000005812	ORF	Verified	YOR286W	RDL2	chromosome 15		15	850280	850729
S000033993	CDS				YOR286W		15	850280	850729
S000005813	ORF	Verified	YOR287C	RRP36	chromosome 15		15	851839	850937
S000034025	CDS				YOR287C		15	851839	850937
S000005814	ORF	Verified	YOR288C	MPD1	chromosome 15	L000003038	15	853077	852121
S000034906	CDS				YOR288C		15	853077	852121
S000005815	ORF	Uncharacterized	YOR289W		chromosome 15		15	853357	854112
S000035198	CDS				YOR289W		15	853357	854112
S000006525	tRNA_gene		tA(UGC)O		chromosome 15	L000003714	15	854259	854187
S000034894	noncoding_exon				tA(UGC)O		15	854259	854187
S000007178	long_terminal_repeat		YORWsigma3		chromosome 15		15	854275	854614
S000005816	ORF	Verified	YOR290C	SNF2	chromosome 15	L000001945	15	860258	855147
S000036380	CDS				YOR290C		15	860258	855147
S000005817	ORF	Verified	YOR291W	YPK9	chromosome 15		15	861175	865593
S000037072	CDS				YOR291W		15	861175	865593
S000005818	ORF	Uncharacterized	YOR292C		chromosome 15		15	866582	865653
S000037114	CDS				YOR292C		15	866582	865653
S000005819	ORF	Verified	YOR293W	RPS10A	chromosome 15	L000004475	15	867098	867852
S000037299	CDS				YOR293W		15	867098	867149
S000037300	CDS				YOR293W		15	867587	867852
S000037301	intron				YOR293W		15	867150	867586
S000028858	ORF	Uncharacterized	YOR293C-A		chromosome 15		15	868147	867998
S000034572	CDS				YOR293C-A		15	868147	867998
S000005820	ORF	Verified	YOR294W	RRS1	chromosome 15		15	868340	868951
S000029945	CDS				YOR294W		15	868340	868951
S000005821	ORF	Verified	YOR295W	UAF30	chromosome 15		15	869208	869894
S000030055	CDS				YOR295W		15	869208	869894
S000005822	ORF	Uncharacterized	YOR296W		chromosome 15		15	870202	874071
S000031083	CDS				YOR296W		15	870202	874071
S000118494	ARS		ARS1526		chromosome 15		15	874251	874412
S000005823	ORF	Verified	YOR297C	TIM18	chromosome 15	S000007448	15	875321	874743
S000031114	CDS				YOR297C		15	875321	874743
S000005824	ORF	Verified	YOR298W	MUM3	chromosome 15		15	875599	877038
S000031297	CDS				YOR298W		15	875599	877038
S000007253	ORF	Verified	YOR298C-A	MBF1	chromosome 15	L000002160|L000004688	15	877685	877230
S000030828	CDS				YOR298C-A		15	877685	877230
S000005825	ORF	Verified	YOR299W	BUD7	chromosome 15	L000003554	15	878435	880675
S000031429	CDS				YOR299W		15	878435	880675
S000005826	ORF	Dubious	YOR300W		chromosome 15		15	880575	880883
S000036845	CDS				YOR300W		15	880575	880883
S000005827	ORF	Verified	YOR301W	RAX1	chromosome 15		15	880965	882272
S000037565	CDS				YOR301W		15	880965	882272
S000005828	ORF	Verified	YOR302W		chromosome 15		15	882765	882842
S000037642	CDS				YOR302W		15	882765	882842
S000005829	ORF	Verified	YOR303W	CPA1	chromosome 15	L000000399	15	882899	884134
S000037697	CDS				YOR303W		15	882899	884134
S000005831	ORF	Verified	YOR304W	ISW2	chromosome 15	L000004448	15	884514	887876
S000037758	CDS				YOR304W		15	884514	887876
S000005830	ORF	Verified	YOR304C-A	BIL1	chromosome 15		15	888750	888520
S000032659	CDS				YOR304C-A		15	888750	888520
S000005832	ORF	Verified	YOR305W	RRG7	chromosome 15		15	889022	889750
S000030593	CDS				YOR305W		15	889022	889750
S000005833	ORF	Verified	YOR306C	MCH5	chromosome 15		15	891432	889867
S000030631	CDS				YOR306C		15	891432	889867
S000005834	ORF	Verified	YOR307C	SLY41	chromosome 15	L000001925	15	894092	892731
S000030776	CDS				YOR307C		15	894092	892731
S000005835	ORF	Verified	YOR308C	SNU66	chromosome 15		15	896387	894624
S000030861	CDS				YOR308C		15	896387	894624
S000005836	ORF	Dubious	YOR309C		chromosome 15		15	897078	896698
S000031849	CDS				YOR309C		15	897078	896698
S000005837	ORF	Verified	YOR310C	NOP58	chromosome 15	L000004000	15	898360	896825
S000031855	CDS				YOR310C		15	898360	896825
S000005838	ORF	Verified	YOR311C	DGK1	chromosome 15		15	899928	899056
S000032742	CDS				YOR311C		15	899928	899056
S000005839	ORF	Verified	YOR312C	RPL20B	chromosome 15	L000003148	15	901194	900250
S000032858	CDS				YOR312C		15	900767	900250
S000032857	CDS				YOR312C		15	901194	901194
S000032859	intron				YOR312C		15	901193	900768
S000005840	ORF	Verified	YOR313C	SPS4	chromosome 15	L000002026	15	902874	901858
S000032971	CDS				YOR313C		15	902874	901858
S000005841	ORF	Dubious	YOR314W		chromosome 15		15	903043	903372
S000033076	CDS				YOR314W		15	903043	903372
S000007629	ORF	Dubious	YOR314W-A		chromosome 15		15	904458	904568
S000037260	CDS				YOR314W-A		15	904458	904568
S000005842	ORF	Verified	YOR315W	SFG1	chromosome 15		15	904760	905800
S000033756	CDS				YOR315W		15	904760	905800
S000005843	ORF	Verified	YOR316C	COT1	chromosome 15	L000000382	15	907555	906236
S000033807	CDS				YOR316C		15	907555	906236
S000028584	ORF	Uncharacterized	YOR316C-A		chromosome 15		15	907935	907726
S000031332	CDS				YOR316C-A		15	907935	907726
S000118495	ARS		ARS1528		chromosome 15		15	908296	908544
S000178187	ARS_consensus_sequence				ARS1528		15	908306	908322
S000005844	ORF	Verified	YOR317W	FAA1	chromosome 15	L000000594	15	909343	911445
S000034010	CDS				YOR317W		15	909343	911445
S000005845	ORF	Dubious	YOR318C		chromosome 15		15	912436	911784
S000034044	CDS				YOR318C		15	912085	911784
S000034043	CDS				YOR318C		15	912436	912433
S000034045	intron				YOR318C		15	912432	912086
S000005846	ORF	Verified	YOR319W	HSH49	chromosome 15	L000003014	15	912822	913463
S000035030	CDS				YOR319W		15	912822	913463
S000005847	ORF	Verified	YOR320C	GNT1	chromosome 15		15	915094	913619
S000035936	CDS				YOR320C		15	915094	913619
S000005848	ORF	Verified	YOR321W	PMT3	chromosome 15	L000002622	15	916030	918291
S000036207	CDS				YOR321W		15	916030	918291
S000005849	ORF	Verified	YOR322C	LDB19	chromosome 15		15	921062	918606
S000036901	CDS				YOR322C		15	921062	918606
S000005850	ORF	Verified	YOR323C	PRO2	chromosome 15	L000001492	15	922905	921535
S000036961	CDS				YOR323C		15	922905	921535
S000005852	ORF	Dubious	YOR325W		chromosome 15		15	924577	925050
S000037825	CDS				YOR325W		15	924577	925050
S000005851	ORF	Verified	YOR324C	FRT1	chromosome 15		15	925040	923232
S000037039	CDS				YOR324C		15	925040	923232
S000005853	ORF	Verified	YOR326W	MYO2	chromosome 15	L000001223	15	925721	930445
S000029839	CDS				YOR326W		15	925721	930445
S000005854	ORF	Verified	YOR327C	SNC2	chromosome 15	L000001943	15	931081	930734
S000029884	CDS				YOR327C		15	931081	930734
S000005855	ORF	Verified	YOR328W	PDR10	chromosome 15	L000002865	15	931803	936497
S000030958	CDS				YOR328W		15	931803	936497
S000028585	ORF	Dubious	YOR329W-A		chromosome 15		15	939348	939557
S000031335	CDS				YOR329W-A		15	939348	939557
S000005856	ORF	Verified	YOR329C	SCD5	chromosome 15	L000001805|S000029433|L000001807	15	939349	936731
S000030995	CDS				YOR329C		15	939349	936731
S000005857	ORF	Verified	YOR330C	MIP1	chromosome 15	L000001113	15	943385	939621
S000031997	CDS				YOR330C		15	943385	939621
S000005859	ORF	Verified	YOR332W	VMA4	chromosome 15	L000002459	15	943656	944357
S000032201	CDS				YOR332W		15	943656	944357
S000005858	ORF	Dubious	YOR331C		chromosome 15		15	944122	943565
S000032076	CDS				YOR331C		15	944122	943565
S000005861	ORF	Verified	YOR334W	MRS2	chromosome 15	L000001178	15	944596	946008
S000033146	CDS				YOR334W		15	944596	946008
S000005860	ORF	Dubious	YOR333C		chromosome 15		15	944957	944541
S000032222	CDS				YOR333C		15	944957	944541
S000028717	ORF	Dubious	YOR335W-A		chromosome 15		15	946568	946648
S000032688	CDS				YOR335W-A		15	946568	946648
S000005862	ORF	Verified	YOR335C	ALA1	chromosome 15	L000000286|L000002757	15	949109	946233
S000033157	CDS				YOR335C		15	949109	946233
S000005863	ORF	Verified	YOR336W	KRE5	chromosome 15	L000000914	15	949773	953870
S000033259	CDS				YOR336W		15	949773	953870
S000005864	ORF	Verified	YOR337W	TEA1	chromosome 15	L000003020	15	954344	956623
S000033317	CDS				YOR337W		15	954344	956623
S000005865	ORF	Uncharacterized	YOR338W		chromosome 15		15	956898	957989
S000034225	CDS				YOR338W		15	956898	957989
S000005866	ORF	Verified	YOR339C	UBC11	chromosome 15	L000004673	15	958832	958362
S000034261	CDS				YOR339C		15	958832	958362
S000005867	ORF	Verified	YOR340C	RPA43	chromosome 15	L000003029	15	960182	959202
S000035445	CDS				YOR340C		15	960182	959202
S000005868	ORF	Verified	YOR341W	RPA190	chromosome 15	L000001675	15	960987	965981
S000036421	CDS				YOR341W		15	960987	965981
S000005869	ORF	Verified	YOR342C		chromosome 15		15	967625	966666
S000036448	CDS				YOR342C		15	967625	966666
S000005870	ORF	Dubious	YOR343C		chromosome 15		15	968474	968148
S000036546	CDS				YOR343C		15	968474	968148
S000007179	long_terminal_repeat		YORWsigma4		chromosome 15		15	968991	969301
S000007175	long_terminal_repeat		YORWdelta22		chromosome 15		15	969293	969431
S000007176	long_terminal_repeat		YORWdelta23		chromosome 15		15	970286	970617
S000007183	LTR_retrotransposon		YORWTy2-2		chromosome 15		15	970286	976244
S000007355	transposable_element_gene		YOR343W-A		chromosome 15		15	970578	971894
S000036395	CDS				YOR343W-A		15	970578	971894
S000007356	transposable_element_gene		YOR343W-B		chromosome 15		15	970578	975891
S000036396	CDS				YOR343W-B		15	970578	971871
S000036397	CDS				YOR343W-B		15	971873	975891
S000036398	plus_1_translational_frameshift				YOR343W-B		15	971872	971872
S000007177	long_terminal_repeat		YORWdelta24		chromosome 15		15	975913	976244
S000006666	tRNA_gene		tM(CAU)O2	EMT2	chromosome 15	L000000552|L000003712	15	976421	976493
S000032168	noncoding_exon				tM(CAU)O2		15	976421	976493
S000005871	ORF	Verified	YOR344C	TYE7	chromosome 15	L000002401	15	978069	977194
S000036612	CDS				YOR344C		15	978069	977194
S000007167	long_terminal_repeat		YORCdelta25		chromosome 15		15	980590	980259
S000006689	tRNA_gene		tP(UGG)O3		chromosome 15	L000003713	15	980683	980787
S000031061	intron				tP(UGG)O3		15	980719	980751
S000031059	noncoding_exon				tP(UGG)O3		15	980683	980718
S000031060	noncoding_exon				tP(UGG)O3		15	980752	980787
S000118496	ARS		ARS1529		chromosome 15		15	981462	981697
S000005873	ORF	Verified	YOR346W	REV1	chromosome 15	L000001615	15	981828	984785
S000037530	CDS				YOR346W		15	981828	984785
S000005872	ORF	Dubious	YOR345C		chromosome 15		15	982162	981812
S000037325	CDS				YOR345C		15	982162	981812
S000005874	ORF	Verified	YOR347C	PYK2	chromosome 15	L000004122	15	986462	984942
S000037542	CDS				YOR347C		15	986462	984942
S000005875	ORF	Verified	YOR348C	PUT4	chromosome 15	L000001538	15	988782	986899
S000030314	CDS				YOR348C		15	988782	986899
S000005876	ORF	Verified	YOR349W	CIN1	chromosome 15	L000000336	15	989789	992833
S000030549	CDS				YOR349W		15	989789	992833
S000005877	ORF	Verified	YOR350C	MNE1	chromosome 15	L000003295	15	994855	992864
S000030755	CDS				YOR350C		15	994855	992864
S000005878	ORF	Verified	YOR351C	MEK1	chromosome 15	L000001062|L000001148	15	996511	995018
S000031597	CDS				YOR351C		15	996511	995018
S000005879	ORF	Verified	YOR352W	TFB6	chromosome 15		15	997213	998244
S000031766	CDS				YOR352W		15	997213	998244
S000005880	ORF	Verified	YOR353C	SOG2	chromosome 15		15	1000828	998453
S000031817	CDS				YOR353C		15	1000828	998453
S000005881	ORF	Verified	YOR354C	MSC6	chromosome 15		15	1003225	1001147
S000031931	CDS				YOR354C		15	1003225	1001147
S000005882	ORF	Verified	YOR355W	GDS1	chromosome 15	L000002580	15	1005137	1006705
S000032902	CDS				YOR355W		15	1005137	1006705
S000005883	ORF	Verified	YOR356W	CIR2	chromosome 15		15	1007221	1009116
S000032990	CDS				YOR356W		15	1007221	1009116
S000005884	ORF	Verified	YOR357C	SNX3	chromosome 15	L000002931	15	1009712	1009224
S000033017	CDS				YOR357C		15	1009712	1009224
S000005885	ORF	Verified	YOR358W	HAP5	chromosome 15	L000003021	15	1010161	1010889
S000033859	CDS				YOR358W		15	1010161	1010889
S000005886	ORF	Verified	YOR359W	VTS1	chromosome 15		15	1011189	1012760
S000033994	CDS				YOR359W		15	1011189	1012760
S000005887	ORF	Verified	YOR360C	PDE2	chromosome 15	L000002046	15	1014821	1013241
S000036087	CDS				YOR360C		15	1014821	1013241
S000005888	ORF	Verified	YOR361C	PRT1	chromosome 15	L000001515	15	1017652	1015361
S000036186	CDS				YOR361C		15	1017652	1015361
S000005889	ORF	Verified	YOR362C	PRE10	chromosome 15	L000003146	15	1018746	1017880
S000036287	CDS				YOR362C		15	1018746	1017880
S000005890	ORF	Verified	YOR363C	PIP2	chromosome 15	L000003144	15	1023212	1020222
S000036382	CDS				YOR363C		15	1023212	1020222
S000005891	ORF	Dubious	YOR364W		chromosome 15		15	1023371	1023739
S000037077	CDS				YOR364W		15	1023371	1023739
S000005893	ORF	Dubious	YOR366W		chromosome 15		15	1025256	1025609
S000037303	CDS				YOR366W		15	1025256	1025609
S000005892	ORF	Uncharacterized	YOR365C		chromosome 15		15	1025572	1023461
S000037119	CDS				YOR365C		15	1025572	1023461
S000005894	ORF	Verified	YOR367W	SCP1	chromosome 15	L000004232	15	1026007	1026609
S000029952	CDS				YOR367W		15	1026007	1026609
S000005895	ORF	Verified	YOR368W	RAD17	chromosome 15	L000001566	15	1026843	1028048
S000030058	CDS				YOR368W		15	1026843	1028048
S000005896	ORF	Verified	YOR369C	RPS12	chromosome 15	L000002785	15	1028625	1028194
S000030088	CDS				YOR369C		15	1028625	1028194
S000005897	ORF	Verified	YOR370C	MRS6	chromosome 15	L000001182|L000001194	15	1030994	1029183
S000031162	CDS				YOR370C		15	1030994	1029183
S000005898	ORF	Verified	YOR371C	GPB1	chromosome 15		15	1034182	1031489
S000031222	CDS				YOR371C		15	1034182	1031489
S000005899	ORF	Verified	YOR372C	NDD1	chromosome 15		15	1036471	1034807
S000032194	CDS				YOR372C		15	1036471	1034807
S000005900	ORF	Verified	YOR373W	NUD1	chromosome 15	L000002752	15	1036834	1039389
S000032346	CDS				YOR373W		15	1036834	1039389
S000005901	ORF	Verified	YOR374W	ALD4	chromosome 15	L000004220	15	1039840	1041399
S000033216	CDS				YOR374W		15	1039840	1041399
S000005902	ORF	Verified	YOR375C	GDH1	chromosome 15	L000000696	15	1043042	1041678
S000033231	CDS				YOR375C		15	1043042	1041678
S000005903	ORF	Uncharacterized	YOR376W		chromosome 15		15	1043191	1043559
S000033346	CDS				YOR376W		15	1043191	1043559
S000028586	ORF	Uncharacterized	YOR376W-A		chromosome 15		15	1045196	1045351
S000031336	CDS				YOR376W-A		15	1045196	1045351
S000005904	ORF	Verified	YOR377W	ATF1	chromosome 15	L000000138	15	1046226	1047803
S000033432	CDS				YOR377W		15	1046226	1047803
S000005905	ORF	Verified	YOR378W	AMF1	chromosome 15		15	1049511	1051058
S000034342	CDS				YOR378W		15	1049511	1051058
S000005906	ORF	Dubious	YOR379C		chromosome 15		15	1051064	1050726
S000034365	CDS				YOR379C		15	1051064	1050726
S000005907	ORF	Verified	YOR380W	RDR1	chromosome 15		15	1051290	1052930
S000035338	CDS				YOR380W		15	1051290	1052930
S000005908	ORF	Verified	YOR381W	FRE3	chromosome 15	L000003555	15	1055545	1057680
S000035406	CDS				YOR381W		15	1055545	1057680
S000028587	ORF	Uncharacterized	YOR381W-A		chromosome 15		15	1058423	1058590
S000031338	CDS				YOR381W-A		15	1058423	1058590
S000005909	ORF	Verified	YOR382W	FIT2	chromosome 15		15	1059531	1059992
S000035468	CDS				YOR382W		15	1059531	1059992
S000005910	ORF	Verified	YOR383C	FIT3	chromosome 15		15	1061055	1060441
S000035495	CDS				YOR383C		15	1061055	1060441
S000005911	ORF	Verified	YOR384W	FRE5	chromosome 15	L000003557	15	1061564	1063648
S000035594	CDS				YOR384W		15	1061564	1063648
S000005912	ORF	Uncharacterized	YOR385W		chromosome 15		15	1065043	1065915
S000036492	CDS				YOR385W		15	1065043	1065915
S000005913	ORF	Verified	YOR386W	PHR1	chromosome 15	L000001432	15	1066839	1068536
S000036613	CDS				YOR386W		15	1066839	1068536
S000005914	ORF	Uncharacterized	YOR387C		chromosome 15		15	1070241	1069621
S000036646	CDS				YOR387C		15	1070241	1069621
S000005915	ORF	Verified	YOR388C	FDH1	chromosome 15	L000004078	15	1072923	1071793
S000036744	CDS				YOR388C		15	1072923	1071793
S000005916	ORF	Uncharacterized	YOR389W		chromosome 15		15	1074213	1076087
S000037549	CDS				YOR389W		15	1074213	1076087
S000005917	ORF	Verified	YOR390W	FEX1	chromosome 15		15	1076784	1077911
S000030291	CDS				YOR390W		15	1076784	1077911
S000005918	ORF	Verified	YOR391C	HSP33	chromosome 15		15	1079258	1078545
S000030329	CDS				YOR391C		15	1079258	1078545
S000005919	ORF	Dubious	YOR392W		chromosome 15		15	1079282	1079725
S000031315	CDS				YOR392W		15	1079282	1079725
S000005920	ORF	Verified	YOR393W	ERR1	chromosome 15	L000002735	15	1080276	1081589
S000031378	CDS				YOR393W		15	1080276	1081589
S000005921	ORF	Verified	YOR394W	PAU21	chromosome 15		15	1082718	1083212
S000031488	CDS				YOR394W		15	1082718	1083212
S000028997	telomere		TEL15R		chromosome 15		15	1083922	1091291
